Historisation des commentaires ICS indiqué par couple Article-Source;;;;;;;;
Ne pas toucher au contenu de cet onglet;;;;;;;;
ARTICLE;SOURCE;Description;Family code;Group code;COMMENTAIRE;DATE_LOG;OWNER;ARTICLE_SOURCE
H4000A7125B02;10006784;TRANS LNPN 2N5666 DIE;12;01;tenue en dose réduite !!;27/06/2016 09:32;Etienne VAN WYNENDAELE;H4000A7125B021000678401
H4000A7125B02;10006784;TRANS LNPN 2N5666 DIE;12;01;"tenue en dose réduite !!
Modif à  30 krad";27/06/2016 09:33;Etienne VAN WYNENDAELE;H4000A7125B021000678401
D55342K07B33E2R;10001745;R 1206 33.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B33E2R1000174504
D55342K07B39E2R;10000690;R 1206 39.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B39E2R1000069001
D55342K07B39E2R;10000691;R 1206 39.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B39E2R1000069101
D55342K07B39E2R;10000692;R 1206 39.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B39E2R1000069202
D55342K07B39E2R;10000690;R 1206 39.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B39E2R1000069002
D55342K07B39E2R;10000691;R 1206 39.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B39E2R1000069102
D55342K07B3E32R;10002599;R 1206 3.32kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B3E32R1000259903
D55342K07B3E32R;10002600;R 1206 3.32kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B3E32R1000260002
D55342K07B3E32R;10022576;R 1206 3.32kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B3E32R1002257601
D55342K07B3E32R;10002600;R 1206 3.32kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B3E32R1000260003
D55342K07B3E32R;10022576;R 1206 3.32kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B3E32R1002257602
D55342K07B47D5R;10000598;R 1206 47.5 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B47D5R1000059801
D55342K07B47D5R;10000599;R 1206 47.5 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B47D5R1000059901
D55342K07B47D5R;10000600;R 1206 47.5 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B47D5R1000060002
D55342K07B47D5R;10000600;R 1206 47.5 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B47D5R1000060003
D55342K07B4E75R;10001812;R 1206 4.75kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B4E75R1000181201
D55342K07B4E75R;10001813;R 1206 4.75kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B4E75R1000181301
D55342K07B4E75R;10001814;R 1206 4.75kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B4E75R1000181402
D55342K07B4E75R;10001812;R 1206 4.75kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B4E75R1000181202
D55342K07B4E75R;10001813;R 1206 4.75kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B4E75R1000181302
D55342K07B562DR;10000634;R 1206 562 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B562DR1000063401
D55342K07B562DR;10000635;R 1206 562 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B562DR1000063501
D55342K07B562DR;10000636;R 1206 562 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B562DR1000063602
D55342K07B562DR;10000634;R 1206 562 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B562DR1000063402
D55342K07B562DR;10000635;R 1206 562 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B562DR1000063502
D55342K07B56E2R;10000693;R 1206 56.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B56E2R1000069301
D55342K07B56E2R;10000694;R 1206 56.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B56E2R1000069401
D55342K07B56E2R;10000695;R 1206 56.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B56E2R1000069502
D55342K07B56E2R;10000693;R 1206 56.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B56E2R1000069302
D55342K07B56E2R;10000694;R 1206 56.2kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B56E2R1000069402
D55342K07B5D62R;10001824;R 1206 5.62 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5D62R1000182401
D55342K07B5D62R;10001825;R 1206 5.62 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5D62R1000182501
D55342K07B5D62R;10001826;R 1206 5.62 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5D62R1000182602
D55342K07B5D62R;10001824;R 1206 5.62 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5D62R1000182402
D55342K07B5D62R;10001825;R 1206 5.62 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5D62R1000182502
D55342K07B5F62R;10001833;R 1206 5.62MOHM 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5F62R1000183301
D55342K07B5F62R;10001834;R 1206 5.62MOHM 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5F62R1000183401
D55342K07B5F62R;10001835;R 1206 5.62MOHM 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5F62R1000183502
D55342K07B5F62R;10001835;R 1206 5.62MOHM 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5F62R1000183503
D55342K07B5F62R;10001833;R 1206 5.62MOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5F62R1000183302
D55342K07B5F62R;10001834;R 1206 5.62MOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5F62R1000183402
D55342K07B5F62R;10001835;R 1206 5.62MOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B5F62R1000183504
D55342K07B681DR;10000637;R 1206 681 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B681DR1000063702
D55342K07B681DR;10000638;R 1206 681 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B681DR1000063802
D55342K07B681DR;10000639;R 1206 681 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B681DR1000063903
D55342K07B681DR;10000637;R 1206 681 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B681DR1000063703
D55342K07B681DR;10000638;R 1206 681 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B681DR1000063803
D55342K07B6E81R;10000671;R 1206 6.81kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B6E81R1000067101
D55342K07B6E81R;10000672;R 1206 6.81kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B6E81R1000067201
D55342K07B6E81R;10000673;R 1206 6.81kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B6E81R1000067302
D55342K07B6E81R;10000671;R 1206 6.81kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B6E81R1000067102
D55342K07B6E81R;10000672;R 1206 6.81kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B6E81R1000067202
D55342K07B8D25R;10001851;R 1206 8.25 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8D25R1000185101
D55342K07B8D25R;10001852;R 1206 8.25 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8D25R1000185201
D55342K07B8D25R;10001853;R 1206 8.25 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8D25R1000185302
D55342K07B8D25R;10001853;R 1206 8.25 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8D25R1000185303
D55342K07B8D25R;10001851;R 1206 8.25 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8D25R1000185102
D55342K07B8D25R;10001852;R 1206 8.25 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8D25R1000185202
D55342K07B8D25R;10001853;R 1206 8.25 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8D25R1000185304
D55342K07B8E25R;10000674;R 1206 8.25kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8E25R1000067401
D55342K07B8E25R;10000675;R 1206 8.25kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8E25R1000067501
D55342K07B8E25R;10000676;R 1206 8.25kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8E25R1000067602
D55342K07B8E25R;10000676;R 1206 8.25kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8E25R1000067603
D55342K07B8E25R;10000674;R 1206 8.25kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8E25R1000067402
D55342K07B8E25R;10000675;R 1206 8.25kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8E25R1000067502
D55342K07B8E25R;10000676;R 1206 8.25kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B8E25R1000067604
H3204A0730LOT;10022638;GP250-720-EDB-26V;09;02;MB: OK, la limitation elec (AN) de PCDB est NA TBC.;29/06/2016 09:48;Didier FRANZ;H3204A0730LOT1002263803
H3204A0730LOT;10022638;GP250-720-EDB-26V;09;02;MB: OK, la limitation elec (AN) de PCDB est NA TBC.;29/06/2016 09:48;Didier FRANZ;H3204A0730LOT1002263804
H3402A480918552;10011812;C0805 T1 470pF 100V 1%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4809185521001181201
H3402A480918552;10011812;C0805 T1 470pF 100V 1%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4809185521001181202
H3402A4877LOT;10012059;C1812 T1 10nF 50V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4877LOT1001205900
H3402A4877LOT;10012061;C1812 T1 10nF 50V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4877LOT1001206100
H3402A4877LOT;10530894;C1812 T1 10nF 50V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4877LOT1053089400
H3402A4877LOT;10012059;C1812 T1 10nF 50V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4877LOT1001205901
H3402A4877LOT;10012061;C1812 T1 10nF 50V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4877LOT1001206101
H3402A4877LOT;10530894;C1812 T1 10nF 50V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4877LOT1053089401
H3402A4893LOT;10023019;C0805 T1 47pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4893LOT1002301900
H3402A4893LOT;10023021;C0805 T1 47pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4893LOT1002302100
H3402A4893LOT;10532568;C0805 T1 47pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4893LOT1053256800
H3402A4893LOT;10023019;C0805 T1 47pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4893LOT1002301901
H3402A4893LOT;10023021;C0805 T1 47pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4893LOT1002302101
H3402A4893LOT;10532568;C0805 T1 47pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4893LOT1053256801
H3402A490418552;10014723;C0805 T1 470pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4904185521001472300
H3402A490418552;10527912;C0805 T1 470pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4904185521052791200
H3402A490418552;10532592;C0805 T1 470pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4904185521053259200
H3402A490418552;10014723;C0805 T1 470pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4904185521001472301
H3402A490418552;10527912;C0805 T1 470pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4904185521052791201
H3402A490418552;10532592;C0805 T1 470pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4904185521053259201
H3402A4922LOT;10012062;C1812 T1 4.7nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4922LOT1001206200
H3402A4922LOT;10012064;C1812 T1 4.7nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4922LOT1001206400
H3402A4922LOT;10530897;C1812 T1 4.7nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4922LOT1053089700
H3402A4922LOT;10012062;C1812 T1 4.7nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4922LOT1001206201
H3402A4922LOT;10012064;C1812 T1 4.7nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4922LOT1001206401
H3402A4922LOT;10530897;C1812 T1 4.7nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4922LOT1053089701
H3402A495318552;10011869;C0805 T2 10nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4953185521001186901
H3402A495318552;10011869;C0805 T2 10nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4953185521001186902
H3402A496018552;10022993;C0805 T2 15 nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4960185521002299300
H3402A496018552;10022995;C0805 T2 15 nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4960185521002299500
H3402A496018552;10532664;C0805 T2 15 nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4960185521053266400
H3402A496018552;10022993;C0805 T2 15 nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4960185521002299301
H3402A496018552;10022995;C0805 T2 15 nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4960185521002299501
H3402A496018552;10532664;C0805 T2 15 nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4960185521053266401
H3402A497618552;10012071;C1812 T2 150nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4976185521001207100
H3402A497618552;10012073;C1812 T2 150nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4976185521001207300
H3402A497618552;10530900;C1812 T2 150nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4976185521053090000
H3402A497618552;10012071;C1812 T2 150nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4976185521001207101
H3402A497618552;10012073;C1812 T2 150nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4976185521001207301
H3402A497618552;10530900;C1812 T2 150nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A4976185521053090001
H3402A500018552;10022903;C0805 T2  4.7nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5000185521002290301
H3402A500018552;10022904;C0805 T2  4.7nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5000185521002290401
H3402A500018552;10022905;C0805 T2  4.7nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5000185521002290500
H3402A500018552;10022903;C0805 T2  4.7nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5000185521002290302
H3402A500018552;10022904;C0805 T2  4.7nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5000185521002290402
H3402A500018552;10022905;C0805 T2  4.7nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5000185521002290501
H3402A5008LOS;10011961;C1206 T2 10nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5008LOS1001196100
H3402A5008LOS;10011963;C1206 T2 10nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5008LOS1001196300
H3402A5008LOS;10532667;C1206 T2 10nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5008LOS1053266700
H3402A5008LOS;10011961;C1206 T2 10nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5008LOS1001196101
H3402A5008LOS;10011963;C1206 T2 10nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5008LOS1001196301
H3402A5008LOS;10532667;C1206 T2 10nF 100V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5008LOS1053266701
H3402A5034LOT;10012074;C1812 T2 220n 10% 100V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5034LOT1001207400
H3402A5034LOT;10012074;C1812 T2 220n 10% 100V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5034LOT1001207401
H3402A5036LOT;10012346;C1206 T2 2n20 10% 200V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5036LOT1001234602
H3402A5036LOT;10012346;C1206 T2 2n20 10% 200V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5036LOT1001234603
H3402A5036LOT;10012346;C1206 T2 2n20 10% 200V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5036LOT1001234604
H3402A5037LOT;10012345;C1812 T2 100n 10% 200V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5037LOT1001234502
H3402A5037LOT;10012345;C1812 T2 100n 10% 200V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5037LOT1001234503
H3402A5037LOT;10012345;C1812 T2 100n 10% 200V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5037LOT1001234504
H3402A5039LOT;10022621;C1206 T2 1n00 10% 200V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5039LOT1002262102
H3402A5039LOT;10022621;C1206 T2 1n00 10% 200V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5039LOT1002262103
H3402A5039LOT;10022621;C1206 T2 1n00 10% 200V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5039LOT1002262104
H3402A5040LOT;10022668;C1210 T2 330n 10% 25V;01;01;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5040LOT1002266800
H3402A5040LOT;10022668;C1210 T2 330nF 10% 25V;01;01;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5040LOT1002266801
H3402A5041LOT;10022647;C0805 T2 68n0 10% 50V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5041LOT1002264700
H3402A5041LOT;10022647;C0805 T2 68n0 10% 50V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5041LOT1002264701
H3402A5500LOS;10011947;C1206 T1 680pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5500LOS1001194700
H3402A5500LOS;10011949;C1206 T1 680pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5500LOS1001194901
H3402A5500LOS;10532673;C1206 T1 680pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5500LOS1053267300
H3402A5500LOS;10011947;C1206 T1 680pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5500LOS1001194701
H3402A5500LOS;10011949;C1206 T1 680pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5500LOS1001194902
H3402A5500LOS;10532673;C1206 T1 680pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A5500LOS1053267301
H3402A9709LOT;10011965;C1206 T2 47nF 200V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A9709LOT1001196502
H3402A9709LOT;10011965;C1206 T2 47nF 200V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A9709LOT1001196503
H3402A9709LOT;10011965;C1206 T2 47nF 200V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A9709LOT1001196504
H3402A9809LOS;10014745;C0805 T1 150pF 200V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A9809LOS1001474501
H3402A9809LOS;10014745;C0805 T1 150pF 200V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A9809LOS1001474502
H3402A9809LOS;10014745;C0805 T1 150pF 200V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;H3402A9809LOS1001474503
H3405A6601LOT;10012306;PM94S 5.6UF 200V 10%;01;05;[MB: OK];29/06/2016 09:48;Didier FRANZ;H3405A6601LOT1001230601
H3405A6606LOT;10012303;PM94S 5.6UF 100V 10%;01;05;[MB: OK];29/06/2016 09:48;Didier FRANZ;H3405A6606LOT1001230301
H3405A6611LOT;10012300;PM94S-1 2.2UF 10% 100V;01;05;[MB: OK];29/06/2016 09:48;Didier FRANZ;H3405A6611LOT1001230001
H3405A6632LOT;10012299;PM948S 22U0 10% 100V;01;05;[MB: OK. Les PM948S sont ESA QPL depuis peu. La MAJ dans PCDB doit être initiée];29/06/2016 09:48;Didier FRANZ;H3405A6632LOT1001229903
H3405A6632LOT;10012299;PM948S 22U0 10% 100V;01;05;[MB: OK. Les PM948S sont ESA QPL depuis peu. La MAJ dans PCDB doit être initiée];29/06/2016 09:48;Didier FRANZ;H3405A6632LOT1001229905
H3405A6633LOT;10022674;PM948S 27u0 10% 63V;01;05;[MB: OK. Les PM948S sont ESA QPL depuis peu. La MAJ dans PCDB doit être initiée];29/06/2016 09:48;Didier FRANZ;H3405A6633LOT1002267403
H3409A966018552;10022913;CWR11 4u70 10% 35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9660185521002291303
H3409A966018552;10022914;CWR11 4u70 10% 35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9660185521002291404
H3409A966018552;10022913;CWR11 4u70 10% 35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9660185521002291304
H3409A966018552;10022914;CWR11 4u70 10% 35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9660185521002291405
H3409A966018552;10022913;CWR11 4u70 10% 35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9660185521002291305
H3409A966018552;10022914;CWR11 4u70 10% 35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9660185521002291406
H3409A972818552;10023043;CWR11 33uF 10% 10V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9728185521002304305
H3409A972818552;10023044;CWR11 33uF 10% 10V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9728185521002304402
H3409A9744LOT;10014878;CWR11D 15UF10%20V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9744LOT1001487803
H3409A9744LOT;10014879;CWR11D 15UF10%20V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9744LOT1001487905
H3409A9744LOT;10014878;CWR11D 15UF10%20V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9744LOT1001487804
H3409A9744LOT;10014879;CWR11D 15UF10%20V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9744LOT1001487906
H3409A9748LOT;10023045;CWR11 10uF 10% 25V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9748LOT1002304502
H3409A9748LOT;10023046;CWR11 10uF 10% 25V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9748LOT1002304601
H3409A9748LOT;10023045;CWR11 10uF 10% 25V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9748LOT1002304503
H3409A9748LOT;10023046;CWR11 10uF 10% 25V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9748LOT1002304602
H3409A9770LOT;10018401;CWR11B 1UF10%35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9770LOT1001840104
H3409A9770LOT;10018402;CWR11B 1UF10%35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9770LOT1001840205
H3409A9770LOT;10018401;CWR11B 1UF10%35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9770LOT1001840105
H3409A9770LOT;10018402;CWR11B 1UF10%35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9770LOT1001840206
H3409A9771LOT;10012225;CWR11 2.2uF 10% 35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9771LOT1001222502
H3409A9771LOT;10012226;CWR11 2.2uF 10% 35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;H3409A9771LOT1001222601
