Historisation des commentaires ICS indiqué par couple Article-Source;;;;;;;;
Ne pas toucher au contenu de cet onglet;;;;;;;;
ARTICLE;SOURCE;Description;Family code;Group code;COMMENTAIRE;DATE_LOG;OWNER;ARTICLE_SOURCE
H4000A7125B02;10006784;TRANS LNPN 2N5666 DIE;12;01;tenue en dose réduite !!;27/06/2016 09:32;Etienne VAN WYNENDAELE;H4000A7125B021000678401
H4000A7125B02;10006784;TRANS LNPN 2N5666 DIE;12;01;"tenue en dose réduite !!
Modif à  30 krad";27/06/2016 09:33;Etienne VAN WYNENDAELE;H4000A7125B021000678401
H5601A1980LOT;4;1N4996US D5B SNPB 390V;04;03;"NP: bout de gamme, difficulté de production, gestion par anticipation si possible rester sur les 1N4994US
Seuil de criticité à revoir à la hausse.";28/08/2017 14:45;NICOLAS PERILLARD;H5601A1980LOT1000720400
H5601A2528LOT;4;30CLJQ100 1N6843 SMD05L;04;05;NP: Ok pour utilisation mais composant ruban single source, gestion par anticipation ;28/08/2017 14:46;NICOLAS PERILLARD;30CLJQ100 1N6843 SMD05L1001580902
H5601A1983LOT;4;1N4984US D5B SnPb 120V;04;03;NP: Ok;28/08/2017 14:46;NICOLAS PERILLARD;1N4984US D5B SnPb 120V1052143301
H5601A2532LOT;4;75SLQ060 SMD1L;04;05;NP: Ok pour utilisation mais composant ruban single source, gestion par anticipation ;28/08/2017 14:47;NICOLAS PERILLARD;75SLQ060 SMD1L1001581205
H5601A7087402;4;!LB!1N4106 DIE 12V;04;03;"AI : OR 024768    en cours ; 
encore plus de 1100 pcs en stk  ";28/08/2017 14:48;NICOLAS PERILLARD;!LB!1N4106 DIE 12V1000716707
H5601A7087402;4;!LB!1N4106 DIE 12V;04;03;"AI : OR 024768    en cours ; 
encore plus de 1100 pcs en stk  ";28/08/2017 14:48;NICOLAS PERILLARD;!LB!1N4106 DIE 12V1000716706
H5601A7134402;4;!LB!1N4625 DIE 5.1V;04;03;"OR 024768    en cours ; à accélérer (EVW)  
plus que 50 pcs en stk  !!
AI1  Confirmation du besoin pour EPC single
AI 2: créer le nouvel article MSC Lawrence (N.Perillard) => New article 10528917";28/08/2017 14:48;NICOLAS PERILLARD;!LB!1N4625 DIE 5.1V1000714504
10528917;4;1N4625 DIE 5.1V;04;03;NP: Ok;28/08/2017 14:49;NICOLAS PERILLARD;1N4625 DIE 5.1V1052892001
10553694;4;SRS3120HEUR 1200V D-5B;04;10;NP: ok pour utilisation mais composant difficile à fabriquer, risque de perte de redement  anticipation des achats à prévoir. Ajouter la diode VMI en 2nd source. Nouveau relachement de la specification  validé (rev E).;28/08/2017 14:51;NICOLAS PERILLARD;105536941055369701
10556674;4;SRS3120HEURA 1200V D-5B;04;10;NP: ok pour utilisation mais composant difficile à fabriquer, risque de perte de redement  anticipation des achats à prévoir. Ajouter la diode VMI en 2nd source. Nouveau relachement de la specification  validé (rev E).;28/08/2017 14:51;NICOLAS PERILLARD;SRS3120HEURA 1200V D-5B1055667703
10556674;4;SRS3120HEURA 1200V D-5B;04;10;NP: ok pour utilisation mais composant difficile à fabriquer, risque de perte de redement  anticipation des achats à prévoir. Ajouter la diode VMI en 2nd source. Nouveau relachement de la specification  validé (rev E to be implemen).;28/08/2017 14:51;NICOLAS PERILLARD;SRS3120HEURA 1200V D-5B1055667703
10556674;4;SRS3120HEURA 1200V D-5B;04;10;NP: ok pour utilisation mais composant difficile à fabriquer, risque de perte de redement  anticipation des achats à prévoir. Ajouter la diode VMI en 2nd source. Nouveau relachement de la specification  validé (rev E to be implemented).;28/08/2017 14:52;NICOLAS PERILLARD;SRS3120HEURA 1200V D-5B1055667703
580291453100;4;1N5811US D5B SnPb 150V;04;02;NP: Ok;28/08/2017 14:53;NICOLAS PERILLARD;1N5811US D5B SnPb 150V1002004906
580291453100;4;1N5811US D5B SnPb 150V;04;02;NP: Ok;28/08/2017 14:54;NICOLAS PERILLARD;1N5811US D5B SnPb 150V1050427106
580291453100;4;1N5811US D5B SnPb 150V;04;02;NP: Ok;28/08/2017 14:54;NICOLAS PERILLARD;1N5811US D5B SnPb 150V1002005003
580306233100;4;1N5806US D5A SnPb 150V;04;02;NP: Ok;28/08/2017 14:54;NICOLAS PERILLARD;1N5806US D5A SnPb 150V1002005303
580306233100;4;1N5806US D5A SnPb 150V;04;02;NP: Ok;28/08/2017 14:55;NICOLAS PERILLARD;1N5806US D5A SnPb 150V1002304702
580306233100;4;1N5806US D5A SnPb 150V;04;02;NP: Source non qualifié, privilegié les sources Sensitron & Microsemi qualifié JANS.;28/08/2017 14:55;NICOLAS PERILLARD;1N5806US D5A SnPb 150V1050506803
580306233100;4;1N5806US D5A SnPb 150V;04;02;NP: Source non qualifié, privilegié les sources Sensitron & Microsemi qualifié JANS.;28/08/2017 14:55;NICOLAS PERILLARD;1N5806US D5A SnPb 150V1050506805
H5601A2055LOT;4;RZ638 TRI 1200V SMD;04;10;NP: Attention probleme qualité récurrent sur plusieurs lot de DC2016, 8D en cours . Anticipation des achats à maintenir. Double source avec SRS3120 à prévoir également.;29/08/2017 15:45;NICOLAS PERILLARD;H5601A2055LOT1002260903
H5601A2055LOT;4;RZ638 TRI 1200V SMD;04;10;NP: Attention probleme qualité récurrent sur plusieurs lot de DC2016, 8D en cours . Anticipation des achats à maintenir. Double source avec SRS3120 à prévoir également.;29/08/2017 15:45;NICOLAS PERILLARD;H5601A2055LOT1002260904
H4001A0067LOT;3;OPTO OLS249 LCC6 Au;18;01;NP: OK lots déjà pré-reservé chez Isolink.;29/08/2017 15:48;NICOLAS PERILLARD;H4001A0067LOT1001578603
H4001A0067LOT;3;OPTO OLS249 LCC6 Au;18;01;NP: OK lots déjà pré-reservé chez Isolink.;29/08/2017 15:48;NICOLAS PERILLARD;H4001A0067LOT1001578604
H4001A0067LOT;3;OPTO OLS249 LCC6 Au;18;01;NP: OK lots déjà pré-reservé chez Isolink.;29/08/2017 15:48;NICOLAS PERILLARD;H4001A0067LOT1001578606
H4001A0067LOT;3;OPTO OLS249 LCC6 Au;18;01;NP: OK lots déjà pré-reservé chez Isolink.;29/08/2017 15:48;NICOLAS PERILLARD;OPTO OLS249 LCC6 Au1001578607
H4066A003718552;4;IC PWM SG1846 DIL16 SN;08;69;[S.VDM ] OK;29/08/2017 15:51;STEPHANE VANDERMINNEN;H4066A0037185521001266600
H4068A1001LOT;2;IC MOS DRIVER ISL74422BRH;08;69;"[S.VDM ] NOK (M. Planck) ; A remplacer par RHFPM4424/3 de STM";29/08/2017 15:51;STEPHANE VANDERMINNEN;IC MOS DRIVER ISL74422BRH1002263101
1203710;2;IC HS9-139RH  FP14;08;53;[S.VDM ] Attention à bien prendre les dérives en dose à 300krad non-interpolées ! + PCN à analyser et WCA à mettre à jour si nouveau besoin confirmé !;29/08/2017 15:52;STEPHANE VANDERMINNEN;IC HS9-139RH  FP141002293303
10000017;2;IC IS1009H 2.5VREFSMD;08;52;[S.VDM ] OK mais si possible utiliser la nouvelle ref ISL71090 (article 10541258);29/08/2017 15:53;STEPHANE VANDERMINNEN;IC IS1009H 2.5VREFSMD1056447901
10501093;3;IC S&H AMP HS-2420 DIL14;08;51;[S.VDM ] OK - Dispo chez Intersil en version radhard, pas de RVT nécessaire. Meme numéro d'article.;29/08/2017 15:53;STEPHANE VANDERMINNEN;IC S&H AMP HS-2420 DIL141050109603
10503034;3;IC OP AMP RH1014 FP14 SN;08;50;[S.VDM ] OK;30/08/2017 08:34;STEPHANE VANDERMINNEN;105030341050303706
10527076;NA;IC PWM ST1845 FP8;08;52;[S.VDM ] OK;30/08/2017 08:36;STEPHANE VANDERMINNEN;105270761052707906
10528082;4;IC VOLT COMP PM111 DIE;08;53;[S.VDM ] OK;30/08/2017 08:36;STEPHANE VANDERMINNEN;105280821052808500
10528082;4;IC VOLT COMP PM111 DIE;08;53;[S.VDM ] OK;30/08/2017 08:36;STEPHANE VANDERMINNEN;105280821052808500
10528082;4;IC VOLT COMP PM111 DIE;08;53;[S.VDM ] OK;30/08/2017 08:36;STEPHANE VANDERMINNEN;105280821052808501
10537641;NA;IC MOS DRIVER PM4424 FP16;08;69;[S.VDM ] OK;30/08/2017 08:37;STEPHANE VANDERMINNEN;105376411058695700
10540576;4;TR NPN 2N5666 SMD05 SnPb;12;01;[S.VDM ] OK;30/08/2017 08:37;STEPHANE VANDERMINNEN;105405761054057902
10540576;4;TR NPN 2N5666 SMD05 SnPb;12;01;;30/08/2017 08:37;STEPHANE VANDERMINNEN;105405761054057902
74752300;3;TRANS IRFM9140 TO254;12;06;[S.VDM ] OK si aspects RAD vérifié (SEE & TID);30/08/2017 08:44;STEPHANE VANDERMINNEN;747523001000568103
5060047530;4;IC OP AMP OP27 FP10 SN;08;50;[S.VDM ] NCR radiation récurrentes - OK si dose reçue très faible. Prendre dérive de la base WCA-2;30/08/2017 08:45;STEPHANE VANDERMINNEN;50600475301000743005
5060047530;4;IC OP AMP OP27 FP10 SN;08;50;[S.VDM ] NCR radiation récurrentes - OK si dose reçue très faible. Prendre dérive de la base WCA-2;30/08/2017 08:45;STEPHANE VANDERMINNEN;50600475301000743005
520400202B;NA;TRANS HPNP 2N5153 T039;12;04;[S.VDM ] OK;30/08/2017 08:46;STEPHANE VANDERMINNEN;520400202B1000564705
5962F0252401VXA;NA;IC VOLT REG RHFL4913 FP16;08;52;[S.VDM ] Anomalie en cours d'investigation avec STM (overcurrent protection). ;30/08/2017 08:46;STEPHANE VANDERMINNEN;5962F0252401VXA1000008105
5962R9673802VXA;4;IC VOLT COMP LM139 FP14GW;08;53;[S.VDM ] OK;30/08/2017 08:46;STEPHANE VANDERMINNEN;5962R9673802VXA1000008406
5962F0252401VXA;NA;IC VOLT REG RHFL4913 FP16;08;52;[S.VDM ] Anomalie en cours d'investigation avec STM (overcurrent protection). ;30/08/2017 08:46;STEPHANE VANDERMINNEN;5962F0252401VXA1000008105
5962P9951701VXA;4;IC VOLT REG LM137 TO39 SN;08;52;[S.VDM ] Anomalie en cours d'investigation;30/08/2017 08:46;STEPHANE VANDERMINNEN;5962P9951701VXA1000008203
5962P9951701VXA;4;IC VOLT REG LM137 TO39 SN;08;52;[S.VDM ] Anomalie SET en cours d'investigation;30/08/2017 08:46;STEPHANE VANDERMINNEN;5962P9951701VXA1000008203
5962R9673802VXA;4;IC VOLT COMP LM139 FP14GW;08;53;[S.VDM ] Anomalie SET en cours d'investigation;30/08/2017 08:46;STEPHANE VANDERMINNEN;5962R9673802VXA1000008401
5962R9673802VXA;4;IC VOLT COMP LM139 FP14GW;08;53;[S.VDM ] Anomalie SET en cours d'investigation;30/08/2017 08:47;STEPHANE VANDERMINNEN;5962R9673802VXA1000008402
5962R9673802VXA;4;IC VOLT COMP LM139 FP14GW;08;53;[S.VDM ] Anomalie SET en cours d'investigation;30/08/2017 08:47;STEPHANE VANDERMINNEN;5962R9673802VXA1000008406
5962R9673802VXA;4;IC VOLT COMP LM139 FP14GW;08;53;[S.VDM ] Anomalie SET en cours d'investigation;30/08/2017 08:47;STEPHANE VANDERMINNEN;5962R9673802VXA1000008403
5962R9673802VXA;4;IC VOLT COMP LM139 FP14GW;08;53;[S.VDM ] Anomalie SET en cours d'investigation;30/08/2017 08:47;STEPHANE VANDERMINNEN;5962R9673802VXA1000008405
H4000A044518552;NA;TRANS HNPN 2N5154 TO39;12;03;[S.VDM ] OK;30/08/2017 08:47;STEPHANE VANDERMINNEN;H4000A0445185521002264404
H4000A0837LOT;3;TRANS IRFF9230 TO205;12;06;[S.VDM ] OK si aspects RAD vérifié (SEE & TID);30/08/2017 08:47;STEPHANE VANDERMINNEN;H4000A0837LOT1000568002
H4000A0847LOT;4;TRANS HNPN SFT8600 TO-5;12;03;"AI maintenu dans EPC SINGLE et DUAL
HT41 (en SMD05)  de STM sera destiné à EVO";30/08/2017 08:47;STEPHANE VANDERMINNEN;H4000A0847LOT1000687405
H4000A0850LOT;2;TRANS IRHF9130 TO205;12;06;[S.VDM ] OK;30/08/2017 08:47;STEPHANE VANDERMINNEN;H4000A0850LOT1001849401
H4000A0899LOS;4;TRANS HNPN 2N6678 TO254;12;03;OK;30/08/2017 08:48;STEPHANE VANDERMINNEN;H4000A0899LOS1000678805
H4000A0927LOT;2;TRANS IRHY57130 TO257;12;05;[S.VDM ] voir alternative Infineon;30/08/2017 08:48;STEPHANE VANDERMINNEN;H4000A0927LOT1000681102
H4000A0930LOT;2;TRANS IRHF57230 TO205;12;05;[S.VDM ] voir alternative Infineon;30/08/2017 08:48;STEPHANE VANDERMINNEN;H4000A0930LOT1001849501
H4000A0943LOT;2;TRANS IRHF597230 TO205;12;06;[S.VDM ] OK;30/08/2017 08:48;STEPHANE VANDERMINNEN;H4000A0943LOT1000684302
H4000A0943LOT;2;TRANS IRHF597230 TO205;12;06;[S.VDM ] OK;30/08/2017 08:48;STEPHANE VANDERMINNEN;H4000A0943LOT1000684303
H4000A0944LOT;2;TRANS IRHF57234 TO205;12;05;[S.VDM ] voir alternative Infineon;30/08/2017 08:49;STEPHANE VANDERMINNEN;H4000A0944LOT1001849602
H4000A0945LOT;2;TRANS IRHY57230 TO257;12;05;[S.VDM ] voir alternative Infineon;30/08/2017 08:49;STEPHANE VANDERMINNEN;H4000A0945LOT1001849701
H4000A0946LOT;2;TRANS IRHNA67164 SMD2;12;05;[S.VDM ] voir alternative Infineon;30/08/2017 08:49;STEPHANE VANDERMINNEN;H4000A0946LOT1000686003
H4000A0949LOT;2;TRANS IRHY67C30 TO257;12;05;"[S. VDM]. OK ; 600V SMD0.5 en cours de développement chez Infineon BUY60CS05J-99 ; datasheet préliminaire dispo";30/08/2017 08:49;STEPHANE VANDERMINNEN;H4000A0949LOT1000681503
H4000A0950LOT;2;TRANS IRHNA67264 SMD2;12;05;[S.VDM ] voir alternative Infineon;30/08/2017 08:49;STEPHANE VANDERMINNEN;H4000A0950LOT1000686104
H4000A0957LOT;4;TRANS HNPN 2N6678 TO254;12;03;Attention Semelab (lead time trrès élevé lors des dernières demande de cotation !!).;30/08/2017 08:50;STEPHANE VANDERMINNEN;H4000A0957LOT1002247009
H4000A3004LOT;2;TRANS IRHNA57064A SMD2L;12;05;gestion par anticipation ;30/08/2017 08:50;STEPHANE VANDERMINNEN;H4000A3004LOT1001849803
H4000A3006LOT;4;TRANS SFT5096-1 SMD22 SN;12;02;"AI : rester sur SSDI pour EPC SINGLE
4000 pcs ens stk (22/8/16)";30/08/2017 08:50;STEPHANE VANDERMINNEN;H4000A3006LOT1000687106
H4000A3013LOT;4;TRANS SFT5096-3 SMD22 SN;12;02;"AI : rester sur SSDI pour EPC SINGLE
4000 pcs ens stk (22/8/16)";30/08/2017 08:50;STEPHANE VANDERMINNEN;H4000A3013LOT1000687206
H4000A3028LOT;2;TRANS IRHNA67160 SMD2;12;05;[S.VDM ] voir alternative Infineon;30/08/2017 08:50;STEPHANE VANDERMINNEN;H4000A3028LOT1000685903
H4000A7026302;4;TRANS LNPN 2N2222 DIE;12;01;[S.VDM ] OK;30/08/2017 08:51;STEPHANE VANDERMINNEN;H4000A70263021000674803
H4000A7026302;4;TRANS LNPN 2N2222 DIE;12;01;[S.VDM ] OK;30/08/2017 08:51;STEPHANE VANDERMINNEN;H4000A70263021000674804
H4000A7027302;4;TRANS LPNP 2N2907 DIE;12;02;[S.VDM ] OK;30/08/2017 08:51;STEPHANE VANDERMINNEN;H4000A70273021000675503
H4000A7029202;NA;TRANS LNPN 2N3700 DIE;12;01;[S.VDM ] OK;30/08/2017 08:51;STEPHANE VANDERMINNEN;H4000A70292021000676804
H4000A7030102;NA;TRANS DUAL 2N2920 DIE;12;08;[S.VDM ] OK;30/08/2017 08:51;STEPHANE VANDERMINNEN;H4000A70301021000675704
H4000A7053002;NA;TRANS DUAL 2N3810 DIE;12;08;[S.VDM ] OK;30/08/2017 08:51;STEPHANE VANDERMINNEN;H4000A70530021000677004
H4000A7054102;4;TRANS IRFC9230 DICE;12;06;[S.VDM ] OK si aspects RAD vérifié (SEE & TID);30/08/2017 08:51;STEPHANE VANDERMINNEN;H4000A70541021000683103
H4000A7075102;NA;TRANS HPNP 2N5153 DIE;12;04;[S.VDM ] OK;30/08/2017 08:52;STEPHANE VANDERMINNEN;H4000A70751021000677504
H4000A7076102;NA;TRANS HNPN 2N5154 DIE;12;03;[S.VDM ] OK;30/08/2017 08:52;STEPHANE VANDERMINNEN;H4000A70761021000677904
H4000A7083002;4;TRANS IRFC9220 DICE;12;06;[S.VDM ] OK si aspects RAD vérifié (SEE & TID);30/08/2017 08:52;STEPHANE VANDERMINNEN;H4000A70830021000683803
H4000A7146102;NA;TRANS LNPN 2N5551 DIE;12;01;[S.VDM ] OK;30/08/2017 08:52;STEPHANE VANDERMINNEN;H4000A71461021000678203
H4000A7147502;4;TRANS LNPN 2N2369 DIE;12;01;[S.VDM ] OK;30/08/2017 08:52;STEPHANE VANDERMINNEN;H4000A71475021001576204
H4000A9058LOT;4;TR NPN 2N5667 SMD05 SnPb;12;01;" - 2ST15300 en cours de développement chez STM
 -AI  Semelab toujours TRES fluctuant sur ses délais";30/08/2017 08:53;STEPHANE VANDERMINNEN;H4000A9058LOT1002261404
H4000A9058LOT;4;TR NPN 2N5667 SMD05 SnPb;12;01;" - 2ST15300 en cours de développement chez STM
 -AI  Semelab toujours TRES fluctuant sur ses délais";30/08/2017 08:53;STEPHANE VANDERMINNEN;H4000A9058LOT1002261402
H4000A9058LOT;4;TR NPN 2N5667 SMD05 SnPb;12;01;" - 2ST15300 en cours de développement chez STM
 -AI  Semelab toujours TRES fluctuant sur ses délais";30/08/2017 08:53;STEPHANE VANDERMINNEN;H4000A9058LOT1053864700
H4000A9058LOT;4;TR NPN 2N5667 SMD05 SnPb;12;01;" - 2ST15300 en cours de développement chez STM
 -AI  Semelab toujours TRES fluctuant sur ses délais";30/08/2017 08:53;STEPHANE VANDERMINNEN;H4000A9058LOT1002261401
H4000A9058LOT;4;TR NPN 2N5667 SMD05 SnPb;12;01;" - 2ST15300 en cours de développement chez STM
 -AI  Semelab toujours TRES fluctuant sur ses délais";30/08/2017 08:53;STEPHANE VANDERMINNEN;H4000A9058LOT1002261407
H4052A3015LOT;2;IC MOS DRIVER HS4424 FP16;08;69;"[S.VDM ] NOK (M. Planck) ; A remplacer par RHFPM4424 de STM";30/08/2017 08:53;STEPHANE VANDERMINNEN;H4052A3015LOT1002244902
H4052A3016LOT;2;IC MOS DRIVER HS4423 FP16;08;69;"[S.VDM ] NOK (M. Planck) ; A remplacer par RHFPM4423 de STM";30/08/2017 08:53;STEPHANE VANDERMINNEN;H4052A3016LOT1002245002
H4060A7011002;4;IC OP AMP OP77 DIE;08;50;[S.VDM ] NCR radiation récurrentes - OK si dose reçue très faible. Prendre dérive de la base WCA-2;30/08/2017 08:54;STEPHANE VANDERMINNEN;H4060A70110021001265803
H4063A0088LOT;4;IC OP AMP OP400 FP24 SN;08;50;"[S.VDM ] NCR radiation récurrentes - OK si dose reçue très faible (inutilisable en OFF si > 30krad). Prendre dérive de la base WCA-2
";30/08/2017 08:54;STEPHANE VANDERMINNEN;H4063A0088LOT1001265502
H4063A0090LOT;4;IC VOLT COMP LM111 FP10;08;53;[S.VDM ] OK;30/08/2017 08:54;STEPHANE VANDERMINNEN;H4063A0090LOT1001267602
JANS2N3637;4;TRAN LPNP 2N3637 TO39 Sn;12;02;"[S.VDM ] OK ; Alerte cloturée sur DC0919";30/08/2017 08:55;STEPHANE VANDERMINNEN;JANS2N36371000568403
10538017;;RELAY EL325 TBDV 25A;09;02;EVW : ne pas plier les pattes, manipuller avec précautions;30/08/2017 11:47;Etienne VAN WYNENDAELE;105380171053802000
10538017;;RELAY EL325 TBDV 25A;09;02;EVW :;30/08/2017 11:48;Etienne VAN WYNENDAELE;105380171053802000
10538017;;RELAY EL325 TBDV 25A;09;02;EVW : ne pas plier les pattes, manipuler grandes avec précautions précisées par Méthodes);30/08/2017 11:48;Etienne VAN WYNENDAELE;105380171053802000
10538017;;RELAY EL325 TBDV 25A;09;02;EVW : ne pas plier les pattes, manipuler grandes avec précautions précisées par Méthodes;30/08/2017 11:48;Etienne VAN WYNENDAELE;105380171053802000
10538017;;RELAY EL325 TBDV 25A;09;02;EVW : ne pas plier les pattes, manipuler grandes avec précautions précisées par Méthodes;30/08/2017 11:48;Etienne VAN WYNENDAELE;105380171053802000
Last MAJ : 08/08/2017 11:06:50;;;;;Commentaire ICS pour PLR;04/09/2017 09:27;Etienne VAN WYNENDAELE;
Last MAJ : 05/09/2017 17:00:05;;;;;Commentaire ICS pour PLR;02/10/2017 07:57;Didier FRANZ;Last MAJ : 05/09/2017 17:00:05
Last MAJ : 02/10/2017 08:04:47;;;;;Commentaire ICS pour PLR;03/10/2017 14:24;Etienne VAN WYNENDAELE;Last MAJ : 02/10/2017 08:04:47
Last MAJ : 03/10/2017 15:19:10;;;;;Commentaire ICS pour PLR;04/10/2017 13:37;Etienne VAN WYNENDAELE;Last MAJ : 03/10/2017 15:19:10
10561617;;1N6513LL 2kV 3.5A;04;10;NP: nouveau composant ok pour dual evo, ;19/10/2017 09:33;NICOLAS PERILLARD;105616171056162001
10561623;;1N6515LL 3kV 2.5A;04;10;NP: nouveau composant ok pour dual evo, ;19/10/2017 09:35;NICOLAS PERILLARD;105616231056162601
10561623;;1N6515LL 3kV 2.5A;04;10;NP: nouveau composant pour dual evo, ok pour utilisation.;19/10/2017 09:35;NICOLAS PERILLARD;105616231056162601
10561617;;1N6513LL 2kV 3.5A;04;10;NP: nouveau composant pour dual evo, ok pour utilisation.;19/10/2017 09:35;NICOLAS PERILLARD;105616171056162001
10529440;NA;STTH61W04 DIE 400V 60A;04;02;NP: OK;19/10/2017 09:38;NICOLAS PERILLARD;105294401052944301
10564771;;HCPL520K 1CH DIP8Modif Sn;18;01;NP: Modifiacation de package custom pour le dual Evo, ok pour utilisation.;19/10/2017 09:38;NICOLAS PERILLARD;105647711056477204
H5601A2521LOS;NA;STPS20100C2FYT TO254 Sn;04;05;NP: OK pour utilisation;19/10/2017 15:29;NICOLAS PERILLARD;H5601A2521LOS1001847803
H5601A2521LOS;NA;STPS20100C2FYT TO254 Sn;04;05;NP: OK pour utilisation, composant non US criticité à revoir.;19/10/2017 15:30;NICOLAS PERILLARD;H5601A2521LOS1001847803
Last MAJ : 20/10/2017 17:50:13;;;;;Commentaire ICS pour PLR;26/10/2017 11:37;Didier FRANZ;Last MAJ : 20/10/2017 17:50:13
520200104;NA;TRANS LPNP 2N2907 SOC3 Au;12;02;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb";10/01/2018 08:29;STEPHANE VANDERMINNEN;5202001041000567604
520100204B;NA;TRANS LNPN 2N2222 SOC3 Au;12;01;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb";10/01/2018 08:29;STEPHANE VANDERMINNEN;520100204B1000567506
520700212B;NA;TRANS DUAL 2N2920 LCC6 Au;12;08;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb";10/01/2018 08:30;STEPHANE VANDERMINNEN;520700212B1000567710
520700507B;NA;TRANS DUAL 2N3810 LCC6 Au;12;08;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb";10/01/2018 08:30;STEPHANE VANDERMINNEN;520700507B1000567905
H4000A903418552;NA;TRANS LNPN 2N3700 SOC3 Au;12;01;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb";10/01/2018 08:30;STEPHANE VANDERMINNEN;H4000A9034185521001849303
H4000A904118552;NA;TRANS LPNP 2N5401 SOC3 Au;12;02;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb";10/01/2018 08:30;STEPHANE VANDERMINNEN;H4000A9041185521000678003
H4000A904218552;NA;TRANS LNPN 2N5551 SOC3 Au;12;01;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb";10/01/2018 08:30;STEPHANE VANDERMINNEN;H4000A9042185521000678105
H4000A9046LOT;4;TRANS LNPN 2N2369 SOC3 SN;12;01;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb";10/01/2018 08:30;STEPHANE VANDERMINNEN;H4000A9046LOT1000674902
520200104;NA;TRANS LPNP 2N2907 SOC3 Au;12;02;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb (580302336700)";15/01/2018 11:23;STEPHANE VANDERMINNEN;5202001041000567604
520100204B;NA;TRANS LNPN 2N2222 SOC3 Au;12;01;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb (580302326700)";15/01/2018 11:24;STEPHANE VANDERMINNEN;520100204B1000567506
520700212B;NA;TRANS DUAL 2N2920 LCC6 Au;12;08;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb (10601729)";15/01/2018 11:24;STEPHANE VANDERMINNEN;520700212B1000567710
520700507B;NA;TRANS DUAL 2N3810 LCC6 Au;12;08;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb (10601745)";15/01/2018 11:25;STEPHANE VANDERMINNEN;520700507B1000567905
H4000A903418552;NA;TRANS LNPN 2N3700 SOC3 Au;12;01;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb (580304566700)";15/01/2018 11:25;STEPHANE VANDERMINNEN;H4000A9034185521001849303
H4000A904118552;NA;TRANS LPNP 2N5401 SOC3 Au;12;02;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb (10601751)";15/01/2018 11:25;STEPHANE VANDERMINNEN;H4000A9041185521000678003
H4000A904218552;NA;TRANS LNPN 2N5551 SOC3 Au;12;01;"[S.VDM ] LCC-3 & LCC-6 en finition Au non-autorisé par l'ESA. Deux possibilités :
- garder le même 3E mais avec gamme dédorage/re-étamage (attention coûts !)
- changer de 3E et utiliser version SnPb (10601757)";15/01/2018 11:26;STEPHANE VANDERMINNEN;H4000A9042185521000678105
