Last MAJ : 05/06/2018 11:41:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Risque Qualif ELEC;Risque Qualif CPST;Risque Qualif ASSEMBLY;Risque Qualif RAD;Maturité technologique (détection fin de vie);Monosource;(Techno) d'origine US ?;Besoin spécifique ETCA               ;OQD;OTD;Risque de tri (y compris RadLat) ;Risque Société (taille, santé financière, stratégie);Tenue en radiation garantie spatial;Criticité Globale;Criticité Opérationnelle;Article dépassant le seuil;;SEUIL de Criticité ;Criticité Handling & Storage;Remède : plan d'actions;Commentaire ICS pour PLR;JUSTIFICATION SI MAINTIEN DU CHOIX;;;;;;;;;;;PACL;;;;;;;;;;;;;;;;
3E_Part;Version 3E;Description;Family Code;Group Code;Grade;Package;industrial price (site);Maturity;PLC status (site);PLC Status Type;PLC Comments;PPL;Export IS;NS Category;Criticality;Source;Version;Statut Source;Manufacturer ;Manufacturer Location Country;Cage code;Generic Procurement Specficiation(issue/revision);detailled Procurement Specification (issue/revision);ESD (Code  + Libelle);MSL (Code + Libelle);Qualite;LEAD TIME;;Space Qualified Status;TID RADLAT required;TNID RADLAT required;Nbr 3E;"1/3/5
10508357;3;CONN KNB 041 22 51 121 S;02;02;Grade 1;NA;176,76;valid for BOM production;ACC;;;PPL;NCL;;NA;10508359;04;ACTIVE;HYPERTAC SA;FRA;F0324;ESCC-3401;ESCC-3401/016;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);SCC B;130;1050835904;;;;1;1;1;1;1;1;5;1;1;1;1;1;1;;5;5;0;;"""NA""";;"""NA""";[JDL] : OK Qualifié;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;
10508365;3;CONN KNB 017 22 51 121 S;02;02;Grade 1;NA;130,7;valid for BOM production;ACC;;;PPL;NCL;;NA;10508367;04;ACTIVE;HYPERTAC SA;FRA;F0324;ESCC-3401;ESCC-3401/016;NON SENSITIVE - ?15999V;NA - Not applicable;SCC B;130;1050836704;;;;1;1;1;1;1;1;5;1;1;1;1;1;1;;5;5;0;;"""NA""";;"""NA""";[JDL] : OK Qualifié;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;
10508391;3;CONN KNB 053 22 51 121 S;02;02;Grade 1;NA;255,94;valid for BOM production;ACC;;;PPL;NCL;;NA;10508393;05;ACTIVE;HYPERTAC SA;FRA;F0324;ESCC-3401;ESCC-3401/016;NON SENSITIVE - ?15999V;NA - Not applicable;SCC B;95;1050839305;;;;1;1;1;1;1;1;5;1;1;1;1;1;1;;5;5;0;;"""NA""";;"""NA""";[JDL] : OK Qualifié;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;
10508401;3;CONN KNB 029 22 51 121 S;02;02;Grade 1;NA;193,07;valid for BOM production;ACC;;;PPL;NCL;;NA;10508403;04;ACTIVE;HYPERTAC SA;FRA;F0324;ESCC-3401;ESCC-3401/016;NON SENSITIVE - ?15999V;NA - Not applicable;SCC B;95;1050840304;;;;1;1;1;1;1;1;5;1;1;1;1;1;1;;5;5;0;;"""NA""";;"""NA""";[JDL] : OK Qualifié;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;
10509778;3;PM90S 1.5UF 250V 10%;01;05;Grade 1+;PM90SA-4;90,12;valid for BOM production;ACC;;;NPPL;NCL;;NA;10509781;06;ACTIVE;EXXELIA TECHNOLOGIES;FRA;¿;ESCC-3006;ESCC-3006/020;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);EQ SCC C;315;1050978104;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;;AI3 CAPA PLAST BT EFD;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10509783;3;PM90S 10UF 100V 10%;01;05;Grade 1+;PM90SC-4;142,77;valid for BOM production;ACC;;;NPPL;NCL;;NA;10509786;05;ACTIVE;EXXELIA TECHNOLOGIES;FRA;;ESCC-3006;ESCC-3006/020;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);EQ SCC C;315;1050978603;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;;AI3 CAPA PLAST BT EFD;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10509788;3;PM90S 10UF 250V 10%;01;05;Grade 1+;PM90SD-4;106,06;valid for BOM production;ACC;;;NPPL;NCL;;NA;10509791;05;ACTIVE;EXXELIA TECHNOLOGIES;FRA;;ESCC-3006;ESCC-3006/020;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);EQ SCC C;245;1050979103;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;;AI3 CAPA PLAST BT EFD;OK;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10509794;3;PM90S 22UF 50V 10%;01;05;Grade 1+;PM90SC-4;152,68;valid for BOM production;ACC;;;NPPL;NCL;;NA;10509797;06;ACTIVE;EXXELIA TECHNOLOGIES;FRA;;ESCC-3006;ESCC-3006/020;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);EQ SCC C;315;1050979704;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;;AI3 CAPA PLAST BT EFD;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10509802;4;PM90S 1.2UF 630V 10%;01;05;Grade 1+;PM90SD-4;106,4;valid for BOM production;ACC;;;NPPL;NCL;;NA;10509805;06;ACTIVE;EXXELIA TECHNOLOGIES;FRA;¿;ESCC-3006;ESCC-3006/020;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);EQ SCC C;245;1050980504;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;;AI3 CAPA PLAST BT EFD;OK;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10509851;3;SPT1198S 150pF 5% 500V;01;01;Grade 1;SPT1198S-2;42,69;valid for BOM production;ACC;;;NPPL;NCL;;NA;10509854;08;ACTIVE;EXXELIA TECHNOLOGIES;FRA;¿;ESCC-3001;EFD_SPT1198S_753-09-390 A;NON SENSITIVE - ?15999V;NA - Not applicable;EQ SCC C;225;1050985405;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;"package spécifique au report CMS
suivi mensuel de backlog, par communication de la part du fabricant";;AI1 CAPA CERAM HT EFD;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;1;1;;
10509915;3;MKTS 3.3UF 630V 10% D 0.8;01;05;Grade 1+;MKTS-2;187,21;valid for BOM production;ACC;;;NPPL;NCL;;NA;10509918;03;ACTIVE;EXXELIA TECHNOLOGIES;FRA;¿;ESCC-3006;ESCC-3006-019;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);EQ SCC C;175;1050991802;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;;;TBD;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10510235;7;1N4104 DIE 10V;04;03;Grade 1;NA;0;valid for BOM production;ACC;;;NPPL;EAR99;;4;10510236;03;ACTIVE;SENSITRON SEMICONDUCTOR;USA;13409;MIL-PRF-19500;MIL-PRF-19500/435;NON SENSITIVE - ?15999V;NA - Not applicable;SPACE LEV;145;1051023603;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;;;;NP: OK;;;;;;;;;;;;;;;;1;;1;;;1;;;;;;;
10510405;5;RM0603 22.1Ohm 1% Sn;10;09;Grade 1;0603-2;2,84;valid for BOM production;ACC;;;NPPL;NCL;;4;10510408;03;ACTIVE;MINI SYSTEM INC.;USA;50316;MIL-PRF-55342;MIL-PRF-55342/12;CLASS 2 - 2000 - 3999V;NA - Not applicable;FRL R;95;1051040802;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10510405;5;RM0603 22.1Ohm 1% Sn;10;09;Grade 1;0603-2;2,84;valid for BOM production;ACC;;;NPPL;NCL;;4;10577065;01;ACTIVE;STATE OF THE ART;USA;56235;MIL-PRF-55342;MIL-PRF-55342/12;CLASS 2 - 2000 - 3999V;NA - Not applicable;FRL R;95;1057706500;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10510409;7;RM0603 475R 1% 100ppm;10;09;Grade 1;0603-2;0,96;valid for BOM production;ACC;;;NPPL;EAR99;;4;10510412;03;ACTIVE;MINI SYSTEM INC.;USA;50316;MIL-PRF-55342;MIL-PRF-55342/12;CLASS 2 - 2000 - 3999V;NA - Not applicable;FRL R;95;1051041202;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10510409;7;RM0603 475R 1% 100ppm;10;09;Grade 1;0603-2;0,96;valid for BOM production;ACC;;;NPPL;EAR99;;4;10577075;01;ACTIVE;STATE OF THE ART;USA;56235;MIL-PRF-55342;MIL-PRF-55342/12;CLASS 2 - 2000 - 3999V;NA - Not applicable;FRL R;95;1057707500;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10511476;7;1N6642 D5D-2 Sn;04;01;Grade 2;D5D-2;9,46;valid for BOM production;ACC;;;NPPL;EAR99;;4;10511479;03;ACTIVE;MICROSEMI;USA;43611;MIL-PRF-19500;MIL-PRF-19500/578;CLASS 3A - 4000 - 7999V;NA - Not applicable;JANTXV;135;1051147903;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;;1;;NP: OK;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
10512251;0;R RBD 0.010 Ohm 1% SHUNT;10;07;Grade 1;RBD-2;4,37;valid for BOM production;ACC;;;NPPL;NCL;;;10512254;01;ACTIVE;VISHAY PRECISION GROUP;USA;¿;;ETC-10-015 1;NON SENSITIVE - ?15999V;NA - Not applicable;SPACE LEV;145;1051225401;;;;1;1;1;1;1;1;5;1;1;3;3;1;5;;225;225;225;;"basculer vers alternative VISHAY en pour nouveaux projets, 
même si VISHAY est encore en cours de cours de validation";1;;"dernier besoin : pour Sentinel EPC
AI  --> dernier lot à relifer , suite à approabation client (action suivi Projet)
ensuite remplacer par CSM3637";;;;;;;;;;;;;;;;;;;;;;;;;;;;
10514093;4;R PHR1206 0.1% 523 Ohm;10;09;Grade 1;P1206-2;7,64;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514096;02;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051409602;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;;;qualif en cours sur P1206 avec décollement de terminaison;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514462;2;SRS3120HEUR 1200V D-5B;04;10;Grade 1;D5B-2;0;obsolescent;ACC;;;NPPL;EAR99;;4;10514465;02;ACTIVE;SENSITRON SEMICONDUCTOR;USA;13409;MIL-PRF-19500;DATASHEET5182 B;NON SENSITIVE - ?15999V;NA - Not applicable;EQ JANS;265;1051446502;;;;1;1;1;1;1;1;3;2;3;3;3;1;1;;162;162;162;;"Nouveau  composant ; 1ère commande en cours
criticité à revoir après cet appro";1;"Nouveau  composant ; 1ère commande en cours
criticité à revoir après cet appro";NP: ne plus utiliser ce numéro d'article, remplacé par le 10553694 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10514473;5;R PHR1206 0.1% 1 kOhm;10;09;Grade 1;P1206-2;5,25;valid for BOM production;ACC;;;PPL;NCL;;NA;10514474;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;145;1051447401;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;qualif en cours sur P1206 avec décollement de terminaison;décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;1;1;;1;1;;;1;1;1;;1
10514475;4;R PHR1206 0.1% 1.02 kOhm;10;09;Grade 1;P1206-2;6,25;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514476;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051447601;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;qualif en cours sur P1206 avec décollement de terminaison;décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514477;4;R PHR1206 0.1% 1.1 kOhm;10;09;Grade 1;P1206-2;6,31;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514478;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051447801;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;qualif en cours sur P1206 avec décollement de terminaison;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514479;4;R PHR1206 0.1% 1.15 kOhm;10;09;Grade 1;P1206-2;5,85;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514480;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;145;1051448001;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;qualif en cours sur P1206 avec décollement de terminaison;décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514481;5;R PHR1206 0.1% 1.21 kOhm;10;09;Grade 1;P1206-2;5,58;valid for BOM production;ACC;;;PPL;NCL;;NA;10514482;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;145;1051448201;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;qualif en cours sur P1206 avec décollement de terminaison;décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;1;1;;1;1;;;1;1;1;;1
10514486;4;R PHR1206 0.1% 1.24 kOhm;10;09;Grade 1;P1206-2;5,76;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514487;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051448701;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;qualif en cours sur P1206 avec décollement de terminaison;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514488;5;R PHR1206 0.1% 1.3 kOhm;10;09;Grade 1;P1206-2;5,54;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514489;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051448901;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;qualif en cours sur P1206 avec décollement de terminaison;décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;1;;;;;;;1;;;;1
10514490;4;R PHR1206 0.1% 1.33 kOhm;10;09;Grade 1;P1206-2;5,99;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514491;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051449101;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;qualif en cours sur P1206 avec décollement de terminaison;décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514493;4;R PHR1206 0.1% 1.47 kOhm;10;09;Grade 1;P1206-2;5,88;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514494;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051449401;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514495;5;R PHR1206 0.1% 1.5 kOhm;10;09;Grade 1;P1206-2;5,94;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514496;02;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051449602;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";[MB:OK];;;;;1;;;1;;;;;;;1;;1;;;1;;;;1;1;1;;1
10514497;4;R PHR1206 0.1% 1.54 kOhm;10;09;Grade 1;P1206-2;7,65;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514498;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051449801;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514499;3;R PHR1206 0.1% 1.62 kOhm;10;09;Grade 1;P1206-2;6,07;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514500;02;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051450002;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514501;4;R PHR1206 0.1% 1.69 kOhm;10;09;Grade 1;P1206-2;5,87;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514502;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051450201;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514503;5;R PHR1206 0.1% 1.78 kOhm;10;09;Grade 1;P1206-2;7,64;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514504;02;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051450402;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;;;;décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514506;3;R PHR1206 0.1% 1.82 kOhm;10;09;Grade 1;P1206-2;5,34;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514507;02;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051450702;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";[MB:OK];;;;;1;;;1;;;;;;;1;;1;1;;1;1;;;1;1;1;;1
10514522;3;R PHR1206 0.1% 1.91 kOhm;10;09;Grade 1;P1206-2;5,88;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514523;02;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051452302;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514524;5;R PHR1206 0.1% 2 kOhm;10;09;Grade 1;P1206-2;5,7;valid for BOM production;ACC;;;PPL;NCL;;NA;10514525;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051452501;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;1;;;;;;;1;;;;1
10514535;4;R PHR1206 0.1% 2.1 kOhm;10;09;Grade 1;P1206-2;6,33;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514536;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051453601;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514537;2;R PHR1206 0.1% 2.15 kOhm;10;09;Grade 1;P1206-2;5,86;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514538;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051453801;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;1;;;;;;;1;;;;1
10514539;3;R PHR1206 0.1% 2.21 kOhm;10;09;Grade 1;P1206-2;5,3;valid for BOM production;ACC;;;PPL;NCL;;NA;10514540;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;145;1051454001;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;1;1;;;1;;;1;1;1;;1
10514541;3;R PHR1206 0.1% 2.26 kOhm;10;09;Grade 1;P1206-2;7,64;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514542;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051454201;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514545;2;R PHR1206 0.1% 2.32 kOhm;10;09;Grade 1;P1206-2;6,24;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514546;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051454601;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514547;2;R PHR1206 0.1% 2.55 kOhm;10;09;Grade 1;P1206-2;6,18;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514548;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051454801;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514549;2;R PHR1206 0.1% 2.61 kOhm;10;09;Grade 1;P1206-2;6,23;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514550;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051455001;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514551;3;R PHR1206 0.1% 2.67 kOhm;10;09;Grade 1;P1206-2;6,16;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514552;02;ACTIVE;VISHAY SFERNICE;FRA;;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051455201;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514579;3;R PHR1206 0.1% 2.74 kOhm;10;09;Grade 1;P1206-2;5,63;valid for BOM production;ACC;;;PPL;NCL;;NA;10514580;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;145;1051458001;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;1;1;;;1;;;1;1;1;;1
10514581;2;R PHR1206 0.1% 3.01 kOhm;10;09;Grade 1;P1206-2;6,21;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514582;01;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;95;1051458201;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;1
10514583;3;R PHR1206 0.1% 3.32 kOhm;10;09;Grade 1;P1206-2;5,23;valid for BOM production;ACC;;;NPPL;NCL;;NA;10514584;02;ACTIVE;VISHAY SFERNICE;FRA;¿;ESCC_4001;ESCC_4001_023;CLASS 2 - 2000 - 3999V;NA - Not applicable;ESCC;145;1051458402;;;;1;1;1;1;1;1;3;1;1;1;5;1;1;;15;15;15;;"""NA"" ";;"""NA"" ";décollement de la terminaison - qualif de report interne pour valider le stock - modif en cours chez le fabricant;;;;;1;;;1;;;;;;;1;;1;1;;;1;;;1;1;1;;
