Last MAJ : 05/06/2018 11:41:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Risque Qualif ELEC;Risque Qualif CPST;Risque Qualif ASSEMBLY;Risque Qualif RAD;Maturité technologique (détection fin de vie);Monosource;(Techno) d'origine US ?;Besoin spécifique ETCA               ;OQD;OTD;Risque de tri (y compris RadLat) ;Risque Société (taille, santé financière, stratégie);Tenue en radiation garantie spatial;Criticité Globale;Criticité Opérationnelle;Article dépassant le seuil;;SEUIL de Criticité ;Criticité Handling & Storage;Remède : plan d'actions;Commentaire ICS pour PLR;JUSTIFICATION SI MAINTIEN DU CHOIX;;;;;;;;;;;PACL;;;;;;;;;;;;;;;;
3E_Part;Version 3E;Description;Family Code;Group Code;Grade;Package;industrial price (site);Maturity;PLC status (site);PLC Status Type;PLC Comments;PPL;Export IS;NS Category;Criticality;Source;Version;Statut Source;Manufacturer ;Manufacturer Location Country;Cage code;Generic Procurement Specficiation(issue/revision);detailled Procurement Specification (issue/revision);ESD (Code  + Libelle);MSL (Code + Libelle);Qualite;LEAD TIME;;Space Qualified Status;TID RADLAT required;TNID RADLAT required;Nbr 3E;"1/3/5
H3405A6615LOT;2;PM94S-1 120nF 10% 250V;01;05;Grade 1;PM94S106-2;50,25;valid for BOM production;ACC;;;NPPL;NCL;;NA;10022408;05;ACTIVE;EXXELIA TECHNOLOGIES;FRA;;ESCC-3006;EFD-573-00-390 F;NON SENSITIVE - ?15999V;2a - 4 weeks & <= 30°C/60% RH (J-STD-20 classified);EQ SCC C;245;1002240804;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;1;AI3 CAPA PLAST BT EFD;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
H3405A6616LOT;2;PM94S-1 150nF 10% 250V;01;05;Grade 1;PM94S106-2;76,44;valid for BOM production;ACC;;;NPPL;NCL;;NA;10022409;04;ACTIVE;EXXELIA TECHNOLOGIES;FRA;;ESCC-3006;EFD-573-00-390 F;NON SENSITIVE - ?15999V;2a - 4 weeks & <= 30°C/60% RH (J-STD-20 classified);EQ SCC C;245;1002240903;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;1;AI3 CAPA PLAST BT EFD;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
H3405A6630LOT;5;PM948S 10U0 10% 170V;01;05;Grade 1;PM948S4-2;56,46;valid for BOM production;ACC;;;PPL;NCL;;;10012297;11;ACTIVE;EXXELIA TECHNOLOGIES;FRA;;ESCC-3006;ESCC-3006/026;NON SENSITIVE - ?15999V;2a - 4 weeks & <= 30°C/60% RH (J-STD-20 classified);SCC C;175;1001229709;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;;"""NA""";PM948S est ESA QPL depuis mars 2016;;;;;1;;;;;;;;;1;1;;1;1;;;;;;;;;;
H3405A6631LOT;5;PM948S 4U70 10% 170V;01;05;Grade 1;PM948S3-2;65,8;valid for BOM production;ACC;;;PPL;NCL;;;10012298;14;ACTIVE;EXXELIA TECHNOLOGIES;FRA;;ESCC-3006;ESCC-3006/026;NON SENSITIVE - ?15999V;2a - 4 weeks & <= 30°C/60% RH (J-STD-20 classified);SCC C;175;1001229813;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;;1;;PM948S est ESA QPL depuis mars 2016;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;
H3405A6632LOT;3;PM948S 22U0 10% 100V;01;05;Grade 1;PM948S4-2;135,97;valid for BOM production;ACC;;;PPL;NCL;;NA;10012299;09;ACTIVE;EXXELIA TECHNOLOGIES;FRA;;ESCC-3006;ESCC-3006/026;NON SENSITIVE - ?15999V;2a - 4 weeks & <= 30°C/60% RH (J-STD-20 classified);SCC C;175;1001229908;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;1;"""NA""";PM948S est ESA QPL depuis mars 2016;;;;;1;;;;;;;;;;1;;1;;;;;;;;;;;
H3405A6633LOT;3;PM948S 27u0 10% 63V;01;05;Grade 1;PM948S4-2;131,75;valid for BOM production;ACC;;;NPPL;NCL;;NA;10022674;09;ACTIVE;EXXELIA TECHNOLOGIES;FRA;;ESCC-3006;ESCC-3006/026;NON SENSITIVE - ?15999V;2a - 4 weeks & <= 30°C/60% RH (J-STD-20 classified);SCC C;175;1002267408;;;;1;1;1;1;1;1;5;1;1;1;5;1;1;1;25;25;25;;suivi mensuel de backlog, par communication de la part du fabricant;1;"""NA""";PM948S est ESA QPL depuis mars 2016;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
H3409A7023LOT;2;CWR09 47uF 10% 10V;01;03;Grade 1;CWR09H-2;16,25;valid for BOM production;LIM;INFO;LIM due to Electrical App notes;NPPL;EAR99;;4;10012176;06;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/4;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001217606;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;1;;;;;;;;1;;;1;1;;
H3409A9409LOT;2;CTC21 D 330uF 10% 6.3V;01;03;Grade 1;CTC21D-2;77,57;valid for BOM production;ACC;;;NPPL;NCL;;NA;10012166;06;ACTIVE;EXXELIA TANTALUM;FRA;;ESCC-3012;ESCC-3012/002;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);EQ SCC C;175;1001216605;;;;1;1;1;1;1;1;3;1;1;1;1;1;1;;3;3;0;;"""NA""";1;"""NA""";OK - Sn100 interne;;;;;1;;;1;;;;;;;1;;;;;;;;;1;;;;
H3409A966018552;4;CWR11 4u70 10% 35V;01;03;Grade 1;CWR11D-2;5,53;valid for BOM production;LIM;INFO;see APP NOTES;PPL;EAR99;;4;10022913;08;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1002291307;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;;;1;1;1;1;1;;1;1;;1;;;;
H3409A966018552;4;CWR11 4u70 10% 35V;01;03;Grade 1;CWR11D-2;5,53;valid for BOM production;LIM;INFO;see APP NOTES;PPL;EAR99;;4;10022914;08;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1002291407;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;;;1;1;1;1;1;;1;1;;1;;;;
H3409A9700LOT;4;CWR29HC107KCHB SMD-H;01;03;Grade 1;CWR29H-2;18,35;valid for BOM production;ACC;;;PPL;EAR99;;4;10012347;03;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/11;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001234702;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;1;;;1;;;;;1;;;;1;;;;
H3409A972818552;3;CWR11 33uF 10% 10V;01;03;Grade 1;CWR11D-2;4,29;valid for BOM production;LIM;INFO;see APP Notes;PPL;EAR99;;4;10023043;07;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1002304307;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";;"""NA""";Limitation utilisation? [MB]: OK;;;;;;;;;;;;;;;;1;1;1;1;;1;;;;;;;1
H3409A972818552;3;CWR11 33uF 10% 10V;01;03;Grade 1;CWR11D-2;4,29;valid for BOM production;LIM;INFO;see APP Notes;PPL;EAR99;;4;10023044;04;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1002304404;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";;"""NA""";Limitation utilisation? [MB]: OK;;;;;;;;;;;;;;;;1;1;1;1;;1;;;;;;;1
H3409A9730LOT;3;CWR11 15uF 10% 10V;01;03;Grade 1;CWR11C-2;5,22;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10012210;04;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001221004;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";Besoin de surge I individuel ? Stock OK;;;;;1;;;1;;;;;;;1;;1;;;;;;;1;;;;1
H3409A9730LOT;3;CWR11 15uF 10% 10V;01;03;Grade 1;CWR11C-2;5,22;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10012211;05;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001221104;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";Besoin de surge I individuel ? Stock OK;;;;;1;;;1;;;;;;;1;;1;;;;;;;1;;;;1
H3409A973818552;3;CWR11 22uF 10% 15V;01;03;Grade 1;CWR11D-2;4,64;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10022915;04;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1002291504;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;;;1;1;1;;1;;;1;;1;;;;
H3409A973818552;3;CWR11 22uF 10% 15V;01;03;Grade 1;CWR11D-2;4,64;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10022916;05;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1002291605;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;;;1;1;1;;1;;;1;;1;;;;
H3409A9740LOT;4;CWR11A 1UF10%20V;01;03;Grade 1;CWR11A-2;3,66;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10014870;07;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001487006;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;1;1;1;1;;;1;;;1;;1;1;1;;1
H3409A9740LOT;4;CWR11A 1UF10%20V;01;03;Grade 1;CWR11A-2;3,66;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10014871;07;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001487106;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;1;1;1;1;;;1;;;1;;1;1;1;;1
H3409A9744LOT;9;CWR11D 15UF10%20V;01;03;Grade 1;CWR11D-2;4,14;valid for BOM production;LIM;INFO;LIM due to an application note;PPL;EAR99;;4;10014878;05;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001487805;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;1;;1;1;;1;;;;;;1;1;;
H3409A9744LOT;9;CWR11D 15UF10%20V;01;03;Grade 1;CWR11D-2;4,14;valid for BOM production;LIM;INFO;LIM due to an application note;PPL;EAR99;;4;10014879;07;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001487907;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;1;;1;1;;1;;;;;;1;1;;
H3409A9745LOT;3;CWR11 1.5uF 10% 25V;01;03;Grade 1;CWR11B-2;3,14;valid for BOM production;LIM;INFO;see APP Note;PPL;EAR99;;4;10012217;03;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001221703;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;;1;;Besoin de surge I individuel ?;;;;;1;;;1;;;;;1;;1;;1;;;;;;;1;;;;1
H3409A9745LOT;3;CWR11 1.5uF 10% 25V;01;03;Grade 1;CWR11B-2;3,14;valid for BOM production;LIM;INFO;see APP Note;PPL;EAR99;;4;10012218;02;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001221802;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;;1;;Besoin de surge I individuel ?;;;;;1;;;1;;;;;1;;1;;1;;;;;;;1;;;;1
H3409A9746LOT;4;CWR11 0.47uF 10% 25V;01;03;Grade 1;CWR11A-2;3,56;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10012219;03;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001221903;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";OK;;;;;;;;;;;;;1;;;;;;;;;1;;;1;1;;
H3409A9746LOT;4;CWR11 0.47uF 10% 25V;01;03;Grade 1;CWR11A-2;3,56;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10012220;03;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001222003;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";OK;;;;;;;;;;;;;1;;;;;;;;;1;;;1;1;;
H3409A9748LOT;3;CWR11 10uF 10% 25V;01;03;Grade 1;CWR11D-2;5,17;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10023045;05;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1002304505;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";Besoin de surge I individuel ?;;;;;1;;;1;;;;;;1;1;1;1;1;1;;1;;;1;1;1;;
H3409A9748LOT;3;CWR11 10uF 10% 25V;01;03;Grade 1;CWR11D-2;5,17;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10023046;04;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1002304604;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";Besoin de surge I individuel ?;;;;;1;;;1;;;;;;1;1;1;1;1;1;;1;;;1;1;1;;
H3409A9749LOT;6;CWR11C 4.7UF10%25V;01;03;Grade 1;CWR11C-2;5,02;valid for BOM production;LIM;INFO;LIM to to an application note;PPL;EAR99;;4;10012221;06;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001222105;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";;"""NA""";Stock OK vs exigence de test I surge individuel;;;;;;;;;;;;1;1;;;;1;1;;1;1;;;;;;;
H3409A9749LOT;6;CWR11C 4.7UF10%25V;01;03;Grade 1;CWR11C-2;5,02;valid for BOM production;LIM;INFO;LIM to to an application note;PPL;EAR99;;4;10012222;08;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001222207;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";;"""NA""";Stock OK vs exigence de test I surge individuel;;;;;;;;;;;;1;1;;;;1;1;;1;1;;;;;;;
H3409A9766LOT;5;CWR11A 0.22UF10%35V;01;03;Grade 1;CWR11A-2;0;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10014880;07;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001488006;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;0;;;1;;"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;;;;1;;;;;;;;;;;
H3409A9766LOT;5;CWR11A 0.22UF10%35V;01;03;Grade 1;CWR11A-2;0;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10014881;07;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001488106;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;0;;;1;;"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;;;;1;;;;;;;;;;;
H3409A9767LOT;5;CWR11A 0.33UF10%35V;01;03;Grade 1;CWR11A-2;3,31;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10014883;07;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001488306;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;;;1;;1;;;;;;;1;;;;1
H3409A9767LOT;5;CWR11A 0.33UF10%35V;01;03;Grade 1;CWR11A-2;3,31;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10014884;07;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001488406;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;;;1;;1;;;;;;;1;;;;1
H3409A9768LOT;3;CWR11 0.47uF 10% 35V;01;03;Grade 1;CWR11B-2;3,62;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10012229;03;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001222903;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;0;;;1;;"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;;;;1;;;;;;;;;;;
H3409A9768LOT;3;CWR11 0.47uF 10% 35V;01;03;Grade 1;CWR11B-2;3,62;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10012230;02;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001223002;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;0;;;1;;"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;;;;1;;;;;;;;;;;
H3409A9769LOT;3;CWR11 0.68uF 10% 35V;01;03;Grade 1;CWR11B-2;3;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10012231;03;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001223103;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;0;;;1;;"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;;;;1;;;;;;;;;;;
H3409A9769LOT;3;CWR11 0.68uF 10% 35V;01;03;Grade 1;CWR11B-2;3;valid for BOM production;LIM;INFO;see APP NOTE;PPL;EAR99;;4;10012232;02;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001223202;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;0;;;1;;"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;;;;1;;;;;;;;;;;
H3409A9770LOT;5;CWR11B 1UF10%35V;01;03;Grade 1;CWR11B-2;4,51;valid for BOM production;LIM;INFO;minimun series resistor to limit inrush;PPL;EAR99;;4;10018401;07;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001840107;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;;;1;;1;1;;;1;;;1;;;;
H3409A9770LOT;5;CWR11B 1UF10%35V;01;03;Grade 1;CWR11B-2;4,51;valid for BOM production;LIM;INFO;minimun series resistor to limit inrush;PPL;EAR99;;4;10018402;07;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001840207;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;1;;;1;;;;;;;1;;1;1;;;1;;;1;;;;
H3409A9771LOT;3;CWR11 2.2uF 10% 35V;01;03;Grade 1;CWR11C-2;5,67;valid for BOM production;LIM;INFO;minimun series resistor to limit inrush;PPL;EAR99;;4;10012225;05;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001222505;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";Limitation utilisation? [MB]: OK;;;;;;;;;;;;;1;1;;1;1;;1;;;;;;1;1;;
H3409A9771LOT;3;CWR11 2.2uF 10% 35V;01;03;Grade 1;CWR11C-2;5,67;valid for BOM production;LIM;INFO;minimun series resistor to limit inrush;PPL;EAR99;;4;10012226;05;ACTIVE;KEMET ELECTRONICS CORP.;USA;31433;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001222604;;;;0;1;1;1;1;1;1;2;1;1;1;1;1;;2;2;0;;"""NA"" . DPA à faire par lot, mais non critique";1;"""NA""";Limitation utilisation? [MB]: OK;;;;;;;;;;;;;1;1;;1;1;;1;;;;;;1;1;;
H3409A9772LOT;3;CWR11 3.3uF 10% 35V;01;03;Grade 1;CWR11C-2;0;valid for BOM production;LIM;INFO;minimun series resistor to limit inrush;PPL;EAR99;;4;10012227;05;ACTIVE;AVX CORP.;USA;17554;MIL-PRF-55365;MIL-PRF-55365/8;NON SENSITIVE - ?15999V;7 - Unlimited & <= 30°C/85% RH (internal recommendation);FRL C;125;1001222705;;;;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;0;;;1;;"AVX a un nouveau délai pour se conformer à la recom ""I surge individuel"" : DC? juin 2014";;;;;;;;;;;;;;;;;1;;;;;;;;;;;
